"Source plate"," source well"," Destination plate"," Destination well"," vol"," Specimen name"
"source1"," 95"," 1"," 67"," 10"," 1"
"source1"," 96"," 1"," 68"," 10"," 1"
"source2"," 1"," 1"," 1"," 10"," 2"
"source2"," 2"," 1"," 2"," 10"," 2"
"source2"," 3"," 1"," 3"," 10"," 2"
"source2"," 4"," 1"," 4"," 10"," 2"
"source2"," 1"," 1"," 23"," 10"," 2"
"source2"," 2"," 1"," 24"," 10"," 2"
"source2"," 3"," 1"," 25"," 10"," 2"
"source2"," 4"," 1"," 26"," 10"," 2"
"source2"," 1"," 1"," 45"," 10"," 2"
"source2"," 2"," 1"," 46"," 10"," 2"
"source2"," 3"," 1"," 47"," 10"," 2"
"source2"," 4"," 1"," 48"," 10"," 2"
"source2"," 1"," 1"," 51"," 10"," 2"
"source2"," 2"," 1"," 52"," 10"," 2"
"source2"," 3"," 1"," 53"," 10"," 2"
"source2"," 4"," 1"," 54"," 10"," 2"
"source2"," 1"," 1"," 73"," 10"," 2"
"source2"," 2"," 1"," 74"," 10"," 2"
"source2"," 3"," 1"," 75"," 10"," 2"
"source2"," 4"," 1"," 76"," 10"," 2"
"source2"," 5"," 1"," 5"," 10"," 2"
"source2"," 6"," 1"," 6"," 10"," 2"
"source2"," 7"," 1"," 7"," 10"," 2"
"source2"," 8"," 1"," 8"," 10"," 2"
"source2"," 5"," 1"," 27"," 10"," 2"
"source2"," 6"," 1"," 28"," 10"," 2"
"source2"," 7"," 1"," 29"," 10"," 2"
"source2"," 8"," 1"," 30"," 10"," 2"
"source2"," 5"," 1"," 33"," 10"," 2"
"source2"," 6"," 1"," 34"," 10"," 2"
"source2"," 7"," 1"," 35"," 10"," 2"
"source2"," 8"," 1"," 36"," 10"," 2"
"source2"," 5"," 1"," 55"," 10"," 2"
"source2"," 6"," 1"," 56"," 10"," 2"
"source2"," 7"," 1"," 57"," 10"," 2"
"source2"," 8"," 1"," 58"," 10"," 2"
"source2"," 5"," 1"," 77"," 10"," 2"
"source2"," 6"," 1"," 78"," 10"," 2"
"source2"," 7"," 1"," 79"," 10"," 2"
"source2"," 8"," 1"," 80"," 10"," 2"
"source2"," 9"," 1"," 9"," 10"," 2"
"source2"," 10"," 1"," 10"," 10"," 2"
"source2"," 11"," 1"," 11"," 10"," 2"
"source2"," 12"," 1"," 12"," 10"," 2"
"source2"," 9"," 1"," 31"," 10"," 2"
"source2"," 10"," 1"," 32"," 10"," 2"
"source2"," 11"," 1"," 17"," 10"," 2"
"source2"," 12"," 1"," 18"," 10"," 2"
"source2"," 9"," 1"," 37"," 10"," 2"
"source2"," 10"," 1"," 38"," 10"," 2"
"source2"," 11"," 1"," 39"," 10"," 2"
"source2"," 12"," 1"," 40"," 10"," 2"
"source2"," 9"," 1"," 59"," 10"," 2"
"source2"," 10"," 1"," 60"," 10"," 2"
"source2"," 11"," 1"," 61"," 10"," 2"
"source2"," 12"," 1"," 62"," 10"," 2"
"source2"," 9"," 1"," 65"," 10"," 2"
"source2"," 10"," 1"," 66"," 10"," 2"
"source2"," 11"," 1"," 67"," 10"," 2"
"source2"," 12"," 1"," 68"," 10"," 2"
"source2"," 13"," 1"," 13"," 10"," 2"
"source2"," 14"," 1"," 14"," 10"," 2"
"source2"," 15"," 1"," 15"," 10"," 2"
"source2"," 16"," 1"," 16"," 10"," 2"
"source2"," 13"," 1"," 19"," 10"," 2"
"source2"," 14"," 1"," 20"," 10"," 2"
"source2"," 15"," 1"," 21"," 10"," 2"
"source2"," 16"," 1"," 22"," 10"," 2"
"source2"," 13"," 1"," 41"," 10"," 2"
"source2"," 14"," 1"," 42"," 10"," 2"
"source2"," 15"," 1"," 43"," 10"," 2"
"source2"," 16"," 1"," 44"," 10"," 2"
"source2"," 13"," 1"," 63"," 10"," 2"
"source2"," 14"," 1"," 64"," 10"," 2"
"source2"," 15"," 1"," 49"," 10"," 2"
"source2"," 16"," 1"," 50"," 10"," 2"
"source2"," 13"," 1"," 69"," 10"," 2"
"source2"," 14"," 1"," 70"," 10"," 2"
"source2"," 15"," 1"," 71"," 10"," 2"
"source2"," 16"," 1"," 72"," 10"," 2"
"source2"," 17"," 1"," 1"," 10"," 2"
"source2"," 18"," 1"," 2"," 10"," 2"
"source2"," 19"," 1"," 3"," 10"," 2"
"source2"," 20"," 1"," 4"," 10"," 2"
"source2"," 17"," 1"," 24"," 10"," 2"
"source2"," 18"," 1"," 25"," 10"," 2"
"source2"," 19"," 1"," 26"," 10"," 2"
"source2"," 20"," 1"," 27"," 10"," 2"
"source2"," 17"," 1"," 47"," 10"," 2"
"source2"," 18"," 1"," 48"," 10"," 2"
"source2"," 19"," 1"," 33"," 10"," 2"
"source2"," 20"," 1"," 34"," 10"," 2"
"source2"," 17"," 1"," 54"," 10"," 2"
"source2"," 18"," 1"," 55"," 10"," 2"
"source2"," 19"," 1"," 56"," 10"," 2"
"source2"," 20"," 1"," 57"," 10"," 2"
"source2"," 17"," 1"," 77"," 10"," 2"
"source2"," 18"," 1"," 78"," 10"," 2"
"source2"," 19"," 1"," 79"," 10"," 2"
"source2"," 20"," 1"," 80"," 10"," 2"
"source2"," 21"," 1"," 5"," 10"," 2"
"source2"," 22"," 1"," 6"," 10"," 2"
"source2"," 23"," 1"," 7"," 10"," 2"
"source2"," 24"," 1"," 8"," 10"," 2"
"source2"," 21"," 1"," 28"," 10"," 2"
"source2"," 22"," 1"," 29"," 10"," 2"
"source2"," 23"," 1"," 30"," 10"," 2"
"source2"," 24"," 1"," 31"," 10"," 2"
"source2"," 21"," 1"," 35"," 10"," 2"
"source2"," 22"," 1"," 36"," 10"," 2"
"source2"," 23"," 1"," 37"," 10"," 2"
"source2"," 24"," 1"," 38"," 10"," 2"
"source2"," 21"," 1"," 58"," 10"," 2"
"source2"," 22"," 1"," 59"," 10"," 2"
"source2"," 23"," 1"," 60"," 10"," 2"
"source2"," 24"," 1"," 61"," 10"," 2"
"source2"," 21"," 1"," 65"," 10"," 2"
"source2"," 22"," 1"," 66"," 10"," 2"
"source2"," 23"," 1"," 67"," 10"," 2"
"source2"," 24"," 1"," 68"," 10"," 2"
"source2"," 25"," 1"," 9"," 10"," 2"
"source2"," 26"," 1"," 10"," 10"," 2"
"source2"," 27"," 1"," 11"," 10"," 2"
"source2"," 28"," 1"," 12"," 10"," 2"
"source2"," 25"," 1"," 32"," 10"," 2"
"source2"," 26"," 1"," 17"," 10"," 2"
"source2"," 27"," 1"," 18"," 10"," 2"
"source2"," 28"," 1"," 19"," 10"," 2"
"source2"," 25"," 1"," 39"," 10"," 2"
"source2"," 26"," 1"," 40"," 10"," 2"
"source2"," 27"," 1"," 41"," 10"," 2"
"source2"," 28"," 1"," 42"," 10"," 2"
"source2"," 25"," 1"," 62"," 10"," 2"
"source2"," 26"," 1"," 63"," 10"," 2"
"source2"," 27"," 1"," 64"," 10"," 2"
"source2"," 28"," 1"," 49"," 10"," 2"
"source2"," 25"," 1"," 69"," 10"," 2"
"source2"," 26"," 1"," 70"," 10"," 2"
"source2"," 27"," 1"," 71"," 10"," 2"
"source2"," 28"," 1"," 72"," 10"," 2"
"source2"," 29"," 1"," 13"," 10"," 2"
"source2"," 30"," 1"," 14"," 10"," 2"
"source2"," 31"," 1"," 15"," 10"," 2"
"source2"," 32"," 1"," 16"," 10"," 2"
"source2"," 29"," 1"," 20"," 10"," 2"
"source2"," 30"," 1"," 21"," 10"," 2"
"source2"," 31"," 1"," 22"," 10"," 2"
"source2"," 32"," 1"," 23"," 10"," 2"
"source2"," 29"," 1"," 43"," 10"," 2"
"source2"," 30"," 1"," 44"," 10"," 2"
"source2"," 31"," 1"," 45"," 10"," 2"
"source2"," 32"," 1"," 46"," 10"," 2"
"source2"," 29"," 1"," 50"," 10"," 2"
"source2"," 30"," 1"," 51"," 10"," 2"
"source2"," 31"," 1"," 52"," 10"," 2"
"source2"," 32"," 1"," 53"," 10"," 2"
"source2"," 29"," 1"," 73"," 10"," 2"
"source2"," 30"," 1"," 74"," 10"," 2"
"source2"," 31"," 1"," 75"," 10"," 2"
"source2"," 32"," 1"," 76"," 10"," 2"
"source2"," 33"," 1"," 1"," 10"," 2"
"source2"," 34"," 1"," 2"," 10"," 2"
"source2"," 35"," 1"," 3"," 10"," 2"
"source2"," 36"," 1"," 4"," 10"," 2"
"source2"," 33"," 1"," 25"," 10"," 2"
"source2"," 34"," 1"," 26"," 10"," 2"
"source2"," 35"," 1"," 27"," 10"," 2"
"source2"," 36"," 1"," 28"," 10"," 2"
"source2"," 33"," 1"," 33"," 10"," 2"
"source2"," 34"," 1"," 34"," 10"," 2"
"source2"," 35"," 1"," 35"," 10"," 2"
"source2"," 36"," 1"," 36"," 10"," 2"
"source2"," 33"," 1"," 57"," 10"," 2"
"source2"," 34"," 1"," 58"," 10"," 2"
"source2"," 35"," 1"," 59"," 10"," 2"
"source2"," 36"," 1"," 60"," 10"," 2"
"source2"," 33"," 1"," 65"," 10"," 2"
"source2"," 34"," 1"," 66"," 10"," 2"
"source2"," 35"," 1"," 67"," 10"," 2"
"source2"," 36"," 1"," 68"," 10"," 2"
"source2"," 37"," 1"," 5"," 10"," 2"
"source2"," 38"," 1"," 6"," 10"," 2"
"source2"," 39"," 1"," 7"," 10"," 2"
"source2"," 40"," 1"," 8"," 10"," 2"
"source2"," 37"," 1"," 29"," 10"," 2"
"source2"," 38"," 1"," 30"," 10"," 2"
"source2"," 39"," 1"," 31"," 10"," 2"
"source2"," 40"," 1"," 32"," 10"," 2"
"source2"," 37"," 1"," 37"," 10"," 2"
"source2"," 38"," 1"," 38"," 10"," 2"
"source2"," 39"," 1"," 39"," 10"," 2"
"source2"," 40"," 1"," 40"," 10"," 2"
"source2"," 37"," 1"," 61"," 10"," 2"
"source2"," 38"," 1"," 62"," 10"," 2"
"source2"," 39"," 1"," 63"," 10"," 2"
"source2"," 40"," 1"," 64"," 10"," 2"
"source2"," 37"," 1"," 69"," 10"," 2"
"source2"," 38"," 1"," 70"," 10"," 2"
"source2"," 39"," 1"," 71"," 10"," 2"
"source2"," 40"," 1"," 72"," 10"," 2"
"source2"," 41"," 1"," 9"," 10"," 2"
"source2"," 42"," 1"," 10"," 10"," 2"
"source2"," 43"," 1"," 11"," 10"," 2"
"source2"," 44"," 1"," 12"," 10"," 2"
"source2"," 41"," 1"," 17"," 10"," 2"
"source2"," 42"," 1"," 18"," 10"," 2"
"source2"," 43"," 1"," 19"," 10"," 2"
"source2"," 44"," 1"," 20"," 10"," 2"
"source2"," 41"," 1"," 41"," 10"," 2"
"source2"," 42"," 1"," 42"," 10"," 2"
"source2"," 43"," 1"," 43"," 10"," 2"
"source2"," 44"," 1"," 44"," 10"," 2"
"source2"," 41"," 1"," 49"," 10"," 2"
"source2"," 42"," 1"," 50"," 10"," 2"
"source2"," 43"," 1"," 51"," 10"," 2"
"source2"," 44"," 1"," 52"," 10"," 2"
"source2"," 41"," 1"," 73"," 10"," 2"
"source2"," 42"," 1"," 74"," 10"," 2"
"source2"," 43"," 1"," 75"," 10"," 2"
"source2"," 44"," 1"," 76"," 10"," 2"
"source2"," 45"," 1"," 13"," 10"," 2"
"source2"," 46"," 1"," 14"," 10"," 2"
"source2"," 47"," 1"," 15"," 10"," 2"
"source2"," 48"," 1"," 16"," 10"," 2"
"source2"," 45"," 1"," 21"," 10"," 2"
"source2"," 46"," 1"," 22"," 10"," 2"
"source2"," 47"," 1"," 23"," 10"," 2"
"source2"," 48"," 1"," 24"," 10"," 2"
"source2"," 45"," 1"," 45"," 10"," 2"
"source2"," 46"," 1"," 46"," 10"," 2"
"source2"," 47"," 1"," 47"," 10"," 2"
"source2"," 48"," 1"," 48"," 10"," 2"
"source2"," 45"," 1"," 53"," 10"," 2"
"source2"," 46"," 1"," 54"," 10"," 2"
"source2"," 47"," 1"," 55"," 10"," 2"
"source2"," 48"," 1"," 56"," 10"," 2"
"source2"," 45"," 1"," 77"," 10"," 2"
"source2"," 46"," 1"," 78"," 10"," 2"
"source2"," 47"," 1"," 79"," 10"," 2"
"source2"," 48"," 1"," 80"," 10"," 2"
"source2"," 49"," 1"," 1"," 10"," 2"
"source2"," 50"," 1"," 2"," 10"," 2"
"source2"," 51"," 1"," 3"," 10"," 2"
"source2"," 52"," 1"," 4"," 10"," 2"
"source2"," 49"," 1"," 26"," 10"," 2"
"source2"," 50"," 1"," 27"," 10"," 2"
"source2"," 51"," 1"," 28"," 10"," 2"
"source2"," 52"," 1"," 29"," 10"," 2"
"source2"," 49"," 1"," 35"," 10"," 2"
"source2"," 50"," 1"," 36"," 10"," 2"
"source2"," 51"," 1"," 37"," 10"," 2"
"source2"," 52"," 1"," 38"," 10"," 2"
"source2"," 49"," 1"," 60"," 10"," 2"
"source2"," 50"," 1"," 61"," 10"," 2"
"source2"," 51"," 1"," 62"," 10"," 2"
"source2"," 52"," 1"," 63"," 10"," 2"
"source2"," 49"," 1"," 69"," 10"," 2"
"source2"," 50"," 1"," 70"," 10"," 2"
"source2"," 51"," 1"," 71"," 10"," 2"
"source2"," 52"," 1"," 72"," 10"," 2"
"source2"," 53"," 1"," 5"," 10"," 2"
"source2"," 54"," 1"," 6"," 10"," 2"
"source2"," 55"," 1"," 7"," 10"," 2"
"source2"," 56"," 1"," 8"," 10"," 2"
"source2"," 53"," 1"," 30"," 10"," 2"
"source2"," 54"," 1"," 31"," 10"," 2"
"source2"," 55"," 1"," 32"," 10"," 2"
"source2"," 56"," 1"," 17"," 10"," 2"
"source2"," 53"," 1"," 39"," 10"," 2"
"source2"," 54"," 1"," 40"," 10"," 2"
"source2"," 55"," 1"," 41"," 10"," 2"
"source2"," 56"," 1"," 42"," 10"," 2"
"source2"," 53"," 1"," 64"," 10"," 2"
"source2"," 54"," 1"," 49"," 10"," 2"
"source2"," 55"," 1"," 50"," 10"," 2"
"source2"," 56"," 1"," 51"," 10"," 2"
"source2"," 53"," 1"," 73"," 10"," 2"
"source2"," 54"," 1"," 74"," 10"," 2"
"source2"," 55"," 1"," 75"," 10"," 2"
"source2"," 56"," 1"," 76"," 10"," 2"
"source2"," 57"," 1"," 9"," 10"," 2"
"source2"," 58"," 1"," 10"," 10"," 2"
"source2"," 59"," 1"," 11"," 10"," 2"
"source2"," 60"," 1"," 12"," 10"," 2"
"source2"," 57"," 1"," 18"," 10"," 2"
"source2"," 58"," 1"," 19"," 10"," 2"
"source2"," 59"," 1"," 20"," 10"," 2"
"source2"," 60"," 1"," 21"," 10"," 2"
"source2"," 57"," 1"," 43"," 10"," 2"
"source2"," 58"," 1"," 44"," 10"," 2"
"source2"," 59"," 1"," 45"," 10"," 2"
"source2"," 60"," 1"," 46"," 10"," 2"
"source2"," 57"," 1"," 52"," 10"," 2"
"source2"," 58"," 1"," 53"," 10"," 2"
"source2"," 59"," 1"," 54"," 10"," 2"
"source2"," 60"," 1"," 55"," 10"," 2"
"source2"," 57"," 1"," 77"," 10"," 2"
"source2"," 58"," 1"," 78"," 10"," 2"
"source2"," 59"," 1"," 79"," 10"," 2"
"source2"," 60"," 1"," 80"," 10"," 2"
"source2"," 61"," 1"," 13"," 10"," 2"
"source2"," 62"," 1"," 14"," 10"," 2"
"source2"," 63"," 1"," 15"," 10"," 2"
"source2"," 64"," 1"," 16"," 10"," 2"
"source2"," 61"," 1"," 22"," 10"," 2"
"source2"," 62"," 1"," 23"," 10"," 2"
"source2"," 63"," 1"," 24"," 10"," 2"
"source2"," 64"," 1"," 25"," 10"," 2"
"source2"," 61"," 1"," 47"," 10"," 2"
"source2"," 62"," 1"," 48"," 10"," 2"
"source2"," 63"," 1"," 33"," 10"," 2"
"source2"," 64"," 1"," 34"," 10"," 2"
"source2"," 61"," 1"," 56"," 10"," 2"
"source2"," 62"," 1"," 57"," 10"," 2"
"source2"," 63"," 1"," 58"," 10"," 2"
"source2"," 64"," 1"," 59"," 10"," 2"
"source2"," 61"," 1"," 65"," 10"," 2"
"source2"," 62"," 1"," 66"," 10"," 2"
"source2"," 63"," 1"," 67"," 10"," 2"
"source2"," 64"," 1"," 68"," 10"," 2"
"source2"," 65"," 1"," 1"," 10"," 2"
"source2"," 66"," 1"," 2"," 10"," 2"
"source2"," 67"," 1"," 3"," 10"," 2"
"source2"," 68"," 1"," 4"," 10"," 2"
"source2"," 65"," 1"," 27"," 10"," 2"
"source2"," 66"," 1"," 28"," 10"," 2"
"source2"," 67"," 1"," 29"," 10"," 2"
"source2"," 68"," 1"," 30"," 10"," 2"
"source2"," 65"," 1"," 37"," 10"," 2"
"source2"," 66"," 1"," 38"," 10"," 2"
"source2"," 67"," 1"," 39"," 10"," 2"
"source2"," 68"," 1"," 40"," 10"," 2"
"source2"," 65"," 1"," 63"," 10"," 2"
"source2"," 66"," 1"," 64"," 10"," 2"
"source2"," 67"," 1"," 49"," 10"," 2"
"source2"," 68"," 1"," 50"," 10"," 2"
"source2"," 65"," 1"," 73"," 10"," 2"
"source2"," 66"," 1"," 74"," 10"," 2"
"source2"," 67"," 1"," 75"," 10"," 2"
"source2"," 68"," 1"," 76"," 10"," 2"
"source2"," 69"," 1"," 5"," 10"," 2"
"source2"," 70"," 1"," 6"," 10"," 2"
"source2"," 71"," 1"," 7"," 10"," 2"
"source2"," 72"," 1"," 8"," 10"," 2"
"source2"," 69"," 1"," 31"," 10"," 2"
"source2"," 70"," 1"," 32"," 10"," 2"
"source2"," 71"," 1"," 17"," 10"," 2"
"source2"," 72"," 1"," 18"," 10"," 2"
"source2"," 69"," 1"," 41"," 10"," 2"
"source2"," 70"," 1"," 42"," 10"," 2"
"source2"," 71"," 1"," 43"," 10"," 2"
"source2"," 72"," 1"," 44"," 10"," 2"
"source2"," 69"," 1"," 51"," 10"," 2"
"source2"," 70"," 1"," 52"," 10"," 2"
"source2"," 71"," 1"," 53"," 10"," 2"
"source2"," 72"," 1"," 54"," 10"," 2"
"source2"," 69"," 1"," 77"," 10"," 2"
"source2"," 70"," 1"," 78"," 10"," 2"
"source2"," 71"," 1"," 79"," 10"," 2"
"source2"," 72"," 1"," 80"," 10"," 2"
"source2"," 73"," 1"," 9"," 10"," 2"
"source2"," 74"," 1"," 10"," 10"," 2"
"source2"," 75"," 1"," 11"," 10"," 2"
"source2"," 76"," 1"," 12"," 10"," 2"
"source2"," 73"," 1"," 19"," 10"," 2"
"source2"," 74"," 1"," 20"," 10"," 2"
"source2"," 75"," 1"," 21"," 10"," 2"
"source2"," 76"," 1"," 22"," 10"," 2"
"source2"," 73"," 1"," 45"," 10"," 2"
"source2"," 74"," 1"," 46"," 10"," 2"
"source2"," 75"," 1"," 47"," 10"," 2"
"source2"," 76"," 1"," 48"," 10"," 2"
"source2"," 73"," 1"," 55"," 10"," 2"
"source2"," 74"," 1"," 56"," 10"," 2"
"source2"," 75"," 1"," 57"," 10"," 2"
"source2"," 76"," 1"," 58"," 10"," 2"
"source2"," 73"," 1"," 65"," 10"," 2"
"source2"," 74"," 1"," 66"," 10"," 2"
"source2"," 75"," 1"," 67"," 10"," 2"
"source2"," 76"," 1"," 68"," 10"," 2"
"source2"," 77"," 1"," 13"," 10"," 2"
"source2"," 78"," 1"," 14"," 10"," 2"
"source2"," 79"," 1"," 15"," 10"," 2"
"source2"," 80"," 1"," 16"," 10"," 2"
"source2"," 77"," 1"," 23"," 10"," 2"
"source2"," 78"," 1"," 24"," 10"," 2"
"source2"," 79"," 1"," 25"," 10"," 2"
"source2"," 80"," 1"," 26"," 10"," 2"
"source2"," 77"," 1"," 33"," 10"," 2"
"source2"," 78"," 1"," 34"," 10"," 2"
"source2"," 79"," 1"," 35"," 10"," 2"
"source2"," 80"," 1"," 36"," 10"," 2"
"source2"," 77"," 1"," 59"," 10"," 2"
"source2"," 78"," 1"," 60"," 10"," 2"
"source2"," 79"," 1"," 61"," 10"," 2"
"source2"," 80"," 1"," 62"," 10"," 2"
"source2"," 77"," 1"," 69"," 10"," 2"
"source2"," 78"," 1"," 70"," 10"," 2"
"source2"," 79"," 1"," 71"," 10"," 2"
"source2"," 80"," 1"," 72"," 10"," 2"
"source2"," 81"," 1"," 1"," 10"," 2"
"source2"," 82"," 1"," 2"," 10"," 2"
"source2"," 83"," 1"," 3"," 10"," 2"
"source2"," 84"," 1"," 4"," 10"," 2"
"source2"," 81"," 1"," 28"," 10"," 2"
"source2"," 82"," 1"," 29"," 10"," 2"
"source2"," 83"," 1"," 30"," 10"," 2"
"source2"," 84"," 1"," 31"," 10"," 2"
"source2"," 81"," 1"," 39"," 10"," 2"
"source2"," 82"," 1"," 40"," 10"," 2"
"source2"," 83"," 1"," 41"," 10"," 2"
"source2"," 84"," 1"," 42"," 10"," 2"
"source2"," 81"," 1"," 50"," 10"," 2"
"source2"," 82"," 1"," 51"," 10"," 2"
"source2"," 83"," 1"," 52"," 10"," 2"
"source2"," 84"," 1"," 53"," 10"," 2"
"source2"," 81"," 1"," 77"," 10"," 2"
"source2"," 82"," 1"," 78"," 10"," 2"
"source2"," 83"," 1"," 79"," 10"," 2"
"source2"," 84"," 1"," 80"," 10"," 2"
"source2"," 85"," 1"," 5"," 10"," 2"
"source2"," 86"," 1"," 6"," 10"," 2"
"source2"," 87"," 1"," 7"," 10"," 2"
"source2"," 88"," 1"," 8"," 10"," 2"
"source2"," 85"," 1"," 32"," 10"," 2"
"source2"," 86"," 1"," 17"," 10"," 2"
"source2"," 87"," 1"," 18"," 10"," 2"
"source2"," 88"," 1"," 19"," 10"," 2"
"source2"," 85"," 1"," 43"," 10"," 2"
"source2"," 86"," 1"," 44"," 10"," 2"
"source2"," 87"," 1"," 45"," 10"," 2"
"source2"," 88"," 1"," 46"," 10"," 2"
"source2"," 85"," 1"," 54"," 10"," 2"
"source2"," 86"," 1"," 55"," 10"," 2"
"source2"," 87"," 1"," 56"," 10"," 2"
"source2"," 88"," 1"," 57"," 10"," 2"
"source2"," 85"," 1"," 65"," 10"," 2"
"source2"," 86"," 1"," 66"," 10"," 2"
"source2"," 87"," 1"," 67"," 10"," 2"
"source2"," 88"," 1"," 68"," 10"," 2"
"source2"," 89"," 1"," 9"," 10"," 2"
"source2"," 90"," 1"," 10"," 10"," 2"
"source2"," 91"," 1"," 11"," 10"," 2"
"source2"," 92"," 1"," 12"," 10"," 2"
"source2"," 89"," 1"," 20"," 10"," 2"
"source2"," 90"," 1"," 21"," 10"," 2"
"source2"," 91"," 1"," 22"," 10"," 2"
"source2"," 92"," 1"," 23"," 10"," 2"
"source2"," 89"," 1"," 47"," 10"," 2"
"source2"," 90"," 1"," 48"," 10"," 2"
"source2"," 91"," 1"," 33"," 10"," 2"
"source2"," 92"," 1"," 34"," 10"," 2"
"source2"," 89"," 1"," 58"," 10"," 2"
"source2"," 90"," 1"," 59"," 10"," 2"
"source2"," 91"," 1"," 60"," 10"," 2"
"source2"," 92"," 1"," 61"," 10"," 2"
"source2"," 89"," 1"," 69"," 10"," 2"
"source2"," 90"," 1"," 70"," 10"," 2"
"source2"," 91"," 1"," 71"," 10"," 2"
"source2"," 92"," 1"," 72"," 10"," 2"
"source2"," 93"," 1"," 13"," 10"," 2"
"source2"," 94"," 1"," 14"," 10"," 2"
"source2"," 95"," 1"," 15"," 10"," 2"
"source2"," 96"," 1"," 16"," 10"," 2"
"source2"," 93"," 1"," 24"," 10"," 2"
"source2"," 94"," 1"," 25"," 10"," 2"
"source2"," 95"," 1"," 26"," 10"," 2"
"source2"," 96"," 1"," 27"," 10"," 2"
"source2"," 93"," 1"," 35"," 10"," 2"
"source2"," 94"," 1"," 36"," 10"," 2"
"source2"," 95"," 1"," 37"," 10"," 2"
"source2"," 96"," 1"," 38"," 10"," 2"
"source2"," 93"," 1"," 62"," 10"," 2"
"source2"," 94"," 1"," 63"," 10"," 2"
"source2"," 95"," 1"," 64"," 10"," 2"
"source2"," 96"," 1"," 49"," 10"," 2"
"source2"," 93"," 1"," 73"," 10"," 2"
"source2"," 94"," 1"," 74"," 10"," 2"
